auction_id,bidder_id,entered,k,e0,e2,c,score,b0,b2,winner
1,1,1,0,1.78591493702539,1.02702240890061,0.122226759484704,0.122226759097793,0.122226759097793,0,0
1,2,1,0.000503883503018356,2.22044604925031e-16,0.981469581184454,0.0764567817018607,0.0764567816599802,0.0764567816599802,0,0
1,3,1,0,1.86010841317351,1.01480712202091,0.123061669181309,0.123061667694174,0.123061667694174,0,0
1,4,1,0,0.761580675320661,1.01368913260764,0.0969420417945529,0.0969420418408471,0.0969420418408471,0,0
1,5,1,0.00481417509817556,1.16381079754334,1.01796649824651,0.10679826453353,0.106798264350295,0.106798264350295,0,0
1,6,1,0.00513860626420386,2.22044604925031e-16,0.962111491019338,0.0749933100853779,0.0749933100476686,0.0749933100476686,0,1
1,7,0,0.0222384212397146,NaN,NaN,NaN,NaN,NaN,NaN,0
1,8,1,0.0135328144417581,2.22044604925031e-16,0.976923751291735,0.0761131169619712,0.0761131169211202,0.0761131169211202,0,0
1,9,0,0.031705468822676,NaN,NaN,NaN,NaN,NaN,NaN,0
1,10,1,0,2.15401818268468,1.0086595667016,0.129562575536584,0.129562575667831,0.129562575667831,0,0
2,1,1,0.0196314167178864,0.474386495644066,0.991163788771069,0.0877725399897533,0.0877725399855808,0.0877725399855808,0,0
2,2,0,0.028569932956234,NaN,NaN,NaN,NaN,NaN,NaN,0
2,3,1,0.010624734542124,0.847711061446081,0.987657529187092,0.0963552589747125,0.0963552589725029,0.0963552589725029,0,0
2,4,0,0.0363910938164763,NaN,NaN,NaN,NaN,NaN,NaN,0
2,5,0,0.0396466762860689,NaN,NaN,NaN,NaN,NaN,NaN,0
2,6,1,0.0067136632705415,1.60110416809826,1.00023536322645,0.115161559855744,0.115161559857269,0.115161559857269,0,0
2,7,0,0.0597950535547145,NaN,NaN,NaN,NaN,NaN,NaN,0
2,8,0,0.0318041599879665,NaN,NaN,NaN,NaN,NaN,NaN,0
2,9,1,0.00334977088194436,2.22044604925031e-16,0.997375230859443,0.0769991650648701,0.0769991650625554,0.0769991650625554,0,1
2,10,0,0.0320976414180216,NaN,NaN,NaN,NaN,NaN,NaN,0
3,1,0,0.0241064790061214,NaN,NaN,NaN,NaN,NaN,NaN,0
3,2,1,0,1.27787671397307,0.986690147046735,0.107137134602211,0.10713713384743,0.10713713384743,0,0
3,3,0,0.0227339740853224,NaN,NaN,NaN,NaN,NaN,NaN,0
3,4,0,0.0279800522038441,NaN,NaN,NaN,NaN,NaN,NaN,0
3,5,1,0,1.06241711735505,1.00812626105318,0.103651312381251,0.10365131178278,0.10365131178278,0,0
3,6,1,0.00684292301076141,1.42562832393959,1.00160250262531,0.111766221840158,0.11176622239356,0.11176622239356,0,0
3,7,0,0.0318879367104525,NaN,NaN,NaN,NaN,NaN,NaN,0
3,8,1,0.0116860141659693,1.41524887792691,0.993396510893512,0.110899855994733,0.110899856279993,0.110899856279993,0,0
3,9,1,0,2.27613678721406,1.02394336700623,0.13361224176696,0.133612242085743,0.133612242085743,0,0
3,10,1,0.0190449548325867,2.22044604925031e-16,0.98422535341425,0.0766651180824333,0.0766651180405085,0.0766651180405085,0,1
4,1,0,0.0330831350921103,NaN,NaN,NaN,NaN,NaN,NaN,0
4,2,1,0.00363068410432901,0.759302922681469,0.999326478579227,0.0951421586600365,0.0951421530130384,0.0951421530130384,0,0
4,3,1,0.00429051478806987,2.22044604925031e-16,0.983159100676724,0.0759244256230565,0.0759244234847581,0.0759244234847581,0,0
4,4,0,0.0554827095425887,NaN,NaN,NaN,NaN,NaN,NaN,0
4,5,1,0.0100032453487113,2.65054709220337,1.01800257567397,0.141376558418068,0.14137656129439,0.14137656129439,0,0
4,6,0,0.0219086856505791,NaN,NaN,NaN,NaN,NaN,NaN,0
4,7,1,0,1.17323652592833,1.01552174400789,0.106176747123394,0.106176758036484,0.106176758036484,0,0
4,8,0,0.031587680883972,NaN,NaN,NaN,NaN,NaN,NaN,0
4,9,1,0.0151093808716733,2.22044604925031e-16,0.974138824238844,0.0752424927243528,0.0752424906545639,0.0752424906545639,0,1
4,10,0,0.0281423203139597,NaN,NaN,NaN,NaN,NaN,NaN,0
5,1,0,0.0325521186046924,NaN,NaN,NaN,NaN,NaN,NaN,0
5,2,0,0.0333489965524637,NaN,NaN,NaN,NaN,NaN,NaN,0
5,3,1,0,0.302611112838631,0.985691789545367,0.0832877802758015,0.0832877802758014,0.0832877802758014,0,0
5,4,0,0.0379113022052307,NaN,NaN,NaN,NaN,NaN,NaN,0
5,5,0,0.03156734521651,NaN,NaN,NaN,NaN,NaN,NaN,0
5,6,1,0,2.22044604925031e-16,0.972729815016555,0.0751359716271477,0.0751359716271477,0.0751359716271477,0,1
5,7,0,0.0365408703099673,NaN,NaN,NaN,NaN,NaN,NaN,0
5,8,0,0.0301068145109031,NaN,NaN,NaN,NaN,NaN,NaN,0
5,9,0,0.0295750559213411,NaN,NaN,NaN,NaN,NaN,NaN,0
5,10,0,0.0335031701902008,NaN,NaN,NaN,NaN,NaN,NaN,0
6,1,0,0.0364234771164621,NaN,NaN,NaN,NaN,NaN,NaN,0
6,2,1,0,0.688476650953744,0.987999802025233,0.0926072792726075,0.0926072792669234,0.0926072792669234,0,1
