auction_id,bidder_id,entered,k,e0,e2,c,score,b0,b2,winner
1,1,1,0.0127098749565949,3.01026609139536,1.03607098678998,0.218669444880075,0.218669444880075,0.00848724819698604,0.210182196683089,0
1,2,1,0.0321866586634862,1.83061287118119,1.02244731446776,0.17780230384942,0.17780230384942,0.00417383223939785,0.173628471610022,0
1,3,1,0,2.22044604925031e-16,0.972177218086775,0.112361495078014,0.112361495078014,0.0736129030662407,0.0387485920117735,1
1,4,1,0.0507187609061351,0.806831337866318,0.993938345424013,0.14203356054193,0.14203356054193,0.0448976081216085,0.0971359524203214,0
1,5,1,0.0206032450880018,1.53426792105814,1.00987832600354,0.167812314188973,0.167812314188973,0.0279077415322556,0.139904572656717,0
1,6,1,0.00528453321754731,2.2108663976552,1.00831953548363,0.191903445368544,0.191903445368544,0.0561812692612937,0.135722176107251,0
1,7,1,0.0169167488039262,2.22044604925031e-16,1.00085008459411,0.113399030535865,0.113399030535865,0,0.113399030535865,0
1,8,1,0.0229945828620773,2.11378977176721,0.997267545451166,0.188535209947349,0.188535209947349,0.082466668748645,0.106068541198704,0
1,9,1,0.0220970227200742,0.18148374128689,1.00533339533069,0.119813586419068,0.119813586419068,0,0.119813586419068,0
2,1,0,0.0607223525572873,NaN,NaN,NaN,NaN,NaN,NaN,0
2,2,1,0.0202209423433498,0.704067727054779,0.98165483107417,0.137978114837082,0.137978114837082,0.0738001047289034,0.0641780101081785,0
2,3,1,0.00656952436186018,1.42442265413529,0.99974943506636,0.164038141128148,0.164038141128148,0.0513104328187146,0.112727708309434,0
2,4,1,0.00548171901626558,1.37893504653354,0.997458476796198,0.162412475364607,0.162412475364607,0.0558316455752035,0.106580829789403,0
2,5,1,0.00626027458918567,0.333756317826423,0.994909181283679,0.125230268857654,0.125230268857654,0.0254894631888123,0.0997408056688416,1
2,6,1,0.0105210161475659,0.622690478011074,0.996891903768102,0.135523686750878,0.135523686750878,0.0304630311269262,0.105060655623952,0
2,7,1,0.0430082432304301,0.968823430281695,0.999865473572248,0.147841648667968,0.147841648667968,0.0348025970186631,0.113039051649305,0
2,8,1,0.018481783040296,1.96865677074745,1.02083262071902,0.182803517273509,0.182803517273509,0.0135074363708244,0.169296080902685,0
2,9,1,0.0528123099420716,1.94254350719015,1.00900137811975,0.18234872270108,0.18234872270108,0.044797092121154,0.137551630579926,0
3,1,1,0.0180428025422032,2.22044604925031e-16,1.00093294940911,0.113399173717797,0.113399173717797,0,0.113399173717797,0
3,2,1,0.042706726057719,2.45281332766762,1.0013265119439,0.20059584334451,0.20059584334451,0.0846772771430769,0.115918566201433,0
3,3,1,0.0311741219015607,0.431696977752417,0.990313653268199,0.128657757399094,0.128657757399094,0.033648624971931,0.0950091324271629,0
3,4,1,0.0353999689005651,0.736766242580946,1.00182997779879,0.139588860826217,0.139588860826217,0.0227143951385241,0.116874465687693,0
3,5,1,0,0.967282177612964,0.995014903833399,0.147763289711161,0.147763289711161,0.0438281835433039,0.103935106167857,0
3,6,1,0.0401099732273074,2.22044604925031e-16,0.976980775849434,0.112896970361599,0.112896970361599,0.0432021478350279,0.0696948225265716,1
3,7,1,0.0395171545697439,0.309221341687921,0.99268077662918,0.124341962695276,0.124341962695276,0.0248385195165223,0.0995034431787533,0
3,8,1,0.0438570378625486,1.86413886565286,1.00087053795115,0.179669417245476,0.179669417245476,0.0646165806683801,0.115052836577095,0
3,9,1,0,2.06778095688074,1.01796607551558,0.186603191927805,0.186603191927805,0.0390921153001454,0.14751107662766,0
4,1,1,0.0286053228023975,1.670759321897,1.00702731008517,0.172729243922653,0.172729243922653,0.0404742425117837,0.132255001410869,0
4,2,1,0,1.54550780430643,0.996171633295558,0.168323140134088,0.168323140134088,0.0651950448513524,0.103128095282736,0
4,3,1,0.0301446265989258,0.567662741432164,0.980027683156704,0.133045274233348,0.133045274233348,0.0732330706582033,0.0598122035751445,0
4,4,0,0.0673711585896792,NaN,NaN,NaN,NaN,NaN,NaN,0
4,5,1,0.0562567549415762,0.17850526167604,0.983033584725142,0.119359683952585,0.119359683952585,0.0514823348769742,0.0678773490756112,1
4,6,1,0.0267006127457103,0.451721176378874,0.986423961553364,0.129211427985623,0.129211427985623,0.0522373464327619,0.0769740815528609,0
4,7,1,0.0321639060148661,2.03753615598015,1.02750660027094,0.184819374711834,0.184819374711834,0,0.184819374711834,0
4,8,1,0,2.72086028267799,1.00640116898598,0.210071613010741,0.210071613010741,0.0794966130749303,0.130574999935811,0
4,9,1,0.0126639908234228,1.28323734780634,0.993893426247874,0.158969060920787,0.158969060920787,0.0619536313063765,0.0970154296144106,0
5,1,1,0,1.49771900435637,1.02270480504224,0.166154528860307,0.166154528860307,0.00964631950537226,0.156508209354935,0
5,2,1,0,0.284109000986563,0.989505302807714,0.123395518244786,0.123395518244786,0.0299211508516293,0.0934743673931563,0
5,3,1,0.0396902718091456,1.14277080525194,1.01537199119778,0.153801179818653,0.153801179818653,0.0112153306768865,0.142585849141767,0
5,4,1,0.0247517295695945,1.31661205025454,1.01423872252178,0.160013092278615,0.160013092278615,0.0195789102949533,0.140434181983661,0
5,5,1,0.0222877729917131,2.32502263810141,0.998551251774016,0.196052562285813,0.196052562285813,0.0854032109574109,0.110649351328403,0
5,6,1,0.0427672346318233,0.193050549298278,0.9992943813009,0.12026247436372,0.12026247436372,0.00820218895492611,0.112060285408794,0
5,7,1,0.0379751289145212,2.05578897783772,1.02198806854088,0.186024325968866,0.186024325968866,0.0308769398888153,0.15514738608005,0
5,8,1,0.0332895367319717,2.22044604925031e-16,0.985211365840311,0.113192380404014,0.113192380404014,0.0278706456101387,0.0853217347938753,0
5,9,1,0.0255964702788394,2.22044604925031e-16,0.982382484400301,0.113105353328108,0.113105353328108,0.0331546407971141,0.0799507125309939,1
6,1,1,0.0241359704498592,1.09169868216185,0.997146613208202,0.152202158969389,0.152202158969389,0.0442197080283915,0.107982450940998,0
6,2,1,0.0417984628711998,0.263486549518979,0.999274991064644,0.122766447837258,0.122766447837258,0.0107429774710235,0.112023470366234,0
6,3,1,0.0473258598682162,0.480015749945743,0.997283666566587,0.130457555390748,0.130457555390748,0.0222148897130429,0.108242665677705,0
6,4,1,0.00253676438898755,1.79062776410393,1.01188167874455,0.176922797566724,0.176922797566724,0.0409637888522594,0.135959008714465,0
6,5,1,0.0146643120175354,2.22044604925031e-16,0.994361375295209,0.113369817265037,0.113369817265037,0.0106755253209222,0.102694291944115,1
6,6,1,0.0234791568507343,1.11340472702076,0.983929392808431,0.152736362707772,0.152736362707772,0.0698486308371925,0.0828877318705798,0
6,7,1,0.0122500601295177,1.14903119567341,0.993536934258013,0.154208404791123,0.154208404791123,0.0530794280640346,0.101128976727088,0
6,8,1,0.00916162281884847,2.82302976205911,1.02831283477926,0.212997718093885,0.212997718093885,0.0458418894564921,0.167155828637393,0
6,9,1,0.0427836388443859,1.10792858282964,1.00485459792429,0.152764488401917,0.152764488401917,0.0301473635129307,0.122617124888986,0
7,1,1,0,2.22044604925031e-16,0.997205387623332,0.113392585952455,0.113392585952455,0.00529854366383663,0.108094042288618,0
7,2,1,0.0396818493802078,2.22044604925031e-16,0.981374233674044,0.113070663010875,0.113070663010875,0.0350342537874341,0.0780364092234405,1
7,3,1,0.0198926854465583,0.0438068554582243,0.988106726431908,0.114823052569018,0.114823052569018,0.0240040756579609,0.0908189769110568,0
7,4,1,0.0554433421673735,0.580519497972782,0.987940435469793,0.133899405739135,0.133899405739135,0.0433961551950454,0.0905032505440892,0
