auction_id,mechanism,bidder_id,entered,k,e0,e2,c,score,b0,b2,winner
1,UP,1,1,0.0127098749565949,2.22044604925031e-16,0.995731168379685,0.11337555300376,0.11337555300376,0.0114292707489895,0.10194628225477,0
1,UP,2,1,0.0321866586634862,2.11378977176721,1.02881242674051,0.187431529172891,0.187431529172891,0,0.187431529172891,0
1,UP,3,1,0,0.18148374128689,0.991989496783743,0.119765662087882,0.119765662087882,0.0278586725874375,0.0919069895004446,0
1,UP,4,1,0.0507187609061351,2.54286447486332,1.01213457471617,0.203601291386916,0.203601291386916,0.0576429695510247,0.145958321835891,0
1,UP,5,1,0.0206032450880018,2.44868933972398,1.01068870725392,0.200297635792886,0.200297635792886,0.058218726237127,0.142078909555759,0
1,UP,6,1,0.00528453321754731,0.829462072587936,0.99349694070091,0.142830642748416,0.142830642748416,0.0468790249562799,0.0959516177921358,0
1,UP,7,1,0.0169167488039262,0.57262095846041,0.992398418661708,0.133679154790208,0.133679154790208,0.0406749855022621,0.0930041692879456,0
1,UP,8,1,0.0229945828620773,1.44142110597263,1.01457415629968,0.164357566616578,0.164357566616578,0.0118535945046384,0.15250397211194,0
1,UP,9,1,0.0220970227200742,0.487499566369667,0.994611925715916,0.13069166253111,0.13069166253111,0.031748424364148,0.0989432381669618,0
1,UP,10,1,0.0655930481877519,2.87500190968154,1.03392507120648,0.214062311860163,0.214062311860163,0.00963782913362007,0.204424482726543,0
1,UP,11,1,0.0377234405411442,2.22044604925031e-16,0.980085162809923,0.112867939551022,0.112867939551022,0.0529015121079386,0.0599664274430838,1
1,UP,12,1,0,2.524764999384,1.02042408216349,0.202595776595657,0.202595776595657,0.0343958469866268,0.16819992960903,0
1,UP,13,1,0.0135363411797338,0.859507214649547,1.00200545833564,0.143950085942941,0.143950085942941,0.0251692333422219,0.118780852600719,0
1,UP,14,1,0.0307222156502534,1.08533989720987,0.994726863901598,0.1519465302035,0.1519465302035,0.0526949009698366,0.0992516292336635,0
1,UP,15,1,0.0467070269099802,2.22044604925031e-16,0.980905433363164,0.11291086688234,0.11291086688234,0.0507435685155043,0.0621672983668359,0
1,FP,1,1,0.040984762811956,2.04154331847759,1.01929103544972,0.190560864809721,0.190560866729597,0.190560866729597,0,0
1,FP,2,1,0.0403678303124353,1.55339602186779,1.01590951978863,0.172823764539274,0.172823759066711,0.172823759066711,0,0
1,FP,3,1,0,1.7322659250153,1.0278740730127,0.180539369931779,0.180539368282267,0.180539368282267,0,0
1,FP,4,1,0.00581068970223888,2.22044604925031e-16,0.973875795503879,0.112833911627984,0.112833911421218,0.112833911421218,0,1
1,FP,5,1,0.00123907629846341,1.93162903919034,1.00652269505637,0.185205482380453,0.185205478978831,0.185205478978831,0,0
1,FP,6,1,0.0234580921525835,1.90653645635726,1.01447111986457,0.185214792433987,0.185214788985207,0.185214788985207,0,0
